,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,2024,SE,FT,AI Engineer,202730,USD,202730,US,on site,US,M
1,2024,SE,FT,AI Engineer,92118,USD,92118,US,on site,US,M
2,2024,SE,FT,Data Engineer,130500,USD,130500,US,on site,US,M
3,2024,SE,FT,Data Engineer,96000,USD,96000,US,on site,US,M
4,2024,SE,FT,ML Engineer,190000,USD,190000,US,on site,US,M
5,2024,SE,FT,ML Engineer,160000,USD,160000,US,on site,US,M
6,2024,MI,FT,ML Engineer,400000,USD,400000,US,on site,US,M
7,2024,MI,FT,ML Engineer,65000,USD,65000,US,on site,US,M
8,2024,EN,FT,Data Analyst,101520,USD,101520,US,on site,US,M
9,2024,EN,FT,Data Analyst,45864,USD,45864,US,on site,US,M
10,2024,SE,FT,Data Engineer,172469,USD,172469,US,on site,US,M
11,2024,SE,FT,Data Engineer,114945,USD,114945,US,on site,US,M
12,2024,EX,FT,NLP Engineer,200000,USD,200000,US,on site,US,M
13,2024,EX,FT,NLP Engineer,150000,USD,150000,US,on site,US,M
14,2024,MI,FT,Data Scientist,156450,USD,156450,US,remote,US,M
15,2024,MI,FT,Data Scientist,119200,USD,119200,US,remote,US,M
16,2024,SE,FT,Data Analyst,170000,USD,170000,US,on site,US,M
17,2024,SE,FT,Data Analyst,130000,USD,130000,US,on site,US,M
18,2024,SE,FT,Applied Scientist,222200,USD,222200,US,on site,US,L
19,2024,SE,FT,Applied Scientist,136000,USD,136000,US,on site,US,L
20,2024,MI,FT,Data Manager,128000,USD,128000,US,on site,US,M
21,2024,MI,FT,Data Manager,81500,USD,81500,US,on site,US,M
22,2024,SE,FT,Data Architect,93838,USD,93838,US,on site,US,M
23,2024,SE,FT,Data Architect,69535,USD,69535,US,on site,US,M
24,2024,EN,FT,Data Analyst,75000,USD,75000,US,on site,US,M
25,2024,EN,FT,Data Analyst,65000,USD,65000,US,on site,US,M
26,2024,MI,FT,Data Operations Manager,150000,USD,150000,US,on site,US,M
27,2024,MI,FT,Data Operations Manager,125000,USD,125000,US,on site,US,M
28,2024,MI,FT,Research Scientist,260570,USD,260570,US,on site,US,M
29,2024,MI,FT,Research Scientist,167030,USD,167030,US,on site,US,M
30,2024,EN,FT,Data Engineer,120000,USD,120000,US,on site,US,M
31,2024,EN,FT,Data Engineer,100000,USD,100000,US,on site,US,M
32,2024,SE,FT,Data Engineer,190000,USD,190000,US,remote,US,M
33,2024,SE,FT,Data Engineer,155000,USD,155000,US,remote,US,M
34,2024,SE,FT,Data Analyst,174000,USD,174000,US,remote,US,M
35,2024,SE,FT,Data Analyst,116000,USD,116000,US,remote,US,M
36,2024,MI,FT,Data Analyst,100000,USD,100000,US,on site,US,M
37,2024,MI,FT,Data Analyst,80000,USD,80000,US,on site,US,M
38,2024,MI,FT,Data Analyst,145000,USD,145000,US,on site,US,M
39,2024,MI,FT,Data Analyst,95000,USD,95000,US,on site,US,M
40,2024,MI,FT,Data Scientist,120000,USD,120000,AU,on site,AU,S
41,2024,MI,FT,Data Scientist,70000,USD,70000,AU,on site,AU,S
42,2024,MI,CT,Data Scientist,130000,USD,130000,US,on site,US,M
43,2024,MI,CT,Data Scientist,110000,USD,110000,US,on site,US,M
44,2024,MI,FT,Data Science Manager,240000,USD,240000,US,on site,US,M
45,2024,MI,FT,Data Science Manager,180000,USD,180000,US,on site,US,M
46,2024,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,on site,US,M
47,2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,on site,US,M
48,2024,SE,FT,Data Architect,80000,GBP,100000,GB,on site,GB,M
49,2024,SE,FT,Data Architect,45000,GBP,56250,GB,on site,GB,M
50,2024,SE,FT,Data Analyst,90000,CAD,69230,CA,on site,CA,M
51,2024,SE,FT,Data Analyst,75000,CAD,57692,CA,on site,CA,M
52,2024,MI,FT,Data Analyst,112300,USD,112300,US,on site,US,M
53,2024,MI,FT,Data Analyst,75100,USD,75100,US,on site,US,M
54,2024,MI,FT,Business Intelligence,178200,USD,178200,US,on site,US,M
55,2024,MI,FT,Business Intelligence,87000,USD,87000,US,on site,US,M
56,2024,SE,FT,Data Scientist,138000,USD,138000,CA,on site,CA,M
57,2024,SE,FT,Data Scientist,72000,USD,72000,CA,on site,CA,M
58,2024,MI,FT,ML Engineer,252000,USD,252000,US,on site,US,M
59,2024,MI,FT,ML Engineer,168000,USD,168000,US,on site,US,M
60,2024,SE,FT,Data Modeler,140000,USD,140000,US,remote,US,M
61,2024,SE,FT,Data Modeler,130000,USD,130000,US,remote,US,M
63,2024,SE,FT,ML Engineer,100000,USD,100000,US,on site,US,M
64,2024,MI,FT,Data Scientist,150650,USD,150650,US,on site,US,M
65,2024,MI,FT,Data Scientist,106700,USD,106700,US,on site,US,M
66,2024,SE,FT,Data Scientist,192300,USD,192300,US,on site,US,M
67,2024,SE,FT,Data Scientist,107900,USD,107900,US,on site,US,M
68,2024,MI,FT,Data Integration Specialist,115000,USD,115000,US,remote,US,M
69,2024,MI,FT,Data Integration Specialist,95500,USD,95500,US,remote,US,M
70,2024,MI,FT,Research Scientist,195000,USD,195000,US,remote,US,M
71,2024,MI,FT,Research Scientist,160000,USD,160000,US,remote,US,M
72,2024,SE,FT,Data Scientist,257600,USD,257600,US,on site,US,M
73,2024,SE,FT,Data Scientist,146000,USD,146000,US,on site,US,M
74,2024,EN,FT,Data Analyst,90000,USD,90000,CA,on site,CA,M
75,2024,EN,FT,Data Analyst,70000,USD,70000,CA,on site,CA,M
76,2024,SE,FT,ML Engineer,110000,EUR,122222,NL,remote,NL,S
77,2024,SE,FT,ML Engineer,70000,EUR,77777,NL,remote,NL,S
78,2024,SE,FT,Data Engineer,158200,USD,158200,US,on site,US,M
79,2024,SE,FT,Data Engineer,74100,USD,74100,US,on site,US,M
80,2024,SE,FT,Data Engineer,231400,USD,231400,US,on site,US,M
81,2024,SE,FT,Data Engineer,170955,USD,170955,US,on site,US,M
82,2024,MI,FT,Data Engineer,137000,USD,137000,US,on site,US,M
83,2024,MI,FT,Data Engineer,60300,USD,60300,US,on site,US,M
84,2024,MI,FT,Data Analyst,101098,USD,101098,US,on site,US,M
85,2024,MI,FT,Data Analyst,59469,USD,59469,US,on site,US,M
86,2024,MI,FT,Data Product Manager,166363,USD,166363,US,on site,US,M
87,2024,MI,FT,Data Product Manager,103977,USD,103977,US,on site,US,M
88,2024,SE,FT,Data Manager,166000,USD,166000,US,on site,US,M
89,2024,SE,FT,Data Manager,104000,USD,104000,US,on site,US,M
90,2024,SE,FT,Research Scientist,170400,USD,170400,US,on site,US,M
91,2024,SE,FT,Research Scientist,123800,USD,123800,US,on site,US,M
92,2024,MI,FT,Data Visualization Specialist,94763,USD,94763,US,remote,US,M
93,2024,MI,FT,Data Visualization Specialist,67750,USD,67750,US,remote,US,M
94,2024,SE,FT,ML Engineer,251250,USD,251250,US,on site,US,M
95,2024,SE,FT,ML Engineer,120750,USD,120750,US,on site,US,M
96,2024,MI,FT,Data Analyst,30000,EUR,33333,LT,on site,LT,M
97,2024,MI,FT,Data Analyst,25800,EUR,28666,LT,on site,LT,M
98,2024,SE,FT,Data Scientist,189615,USD,189615,US,on site,US,M
99,2024,SE,FT,Data Scientist,150385,USD,150385,US,on site,US,M
100,2024,SE,FT,Data Science,283800,USD,283800,US,on site,US,M
101,2024,SE,FT,Data Science,234700,USD,234700,US,on site,US,M
102,2024,MI,FT,Data Scientist,109000,USD,109000,US,remote,US,M
103,2024,MI,FT,Data Scientist,93000,USD,93000,US,remote,US,M
104,2024,MI,FT,Data Scientist,164000,USD,164000,US,on site,US,M
105,2024,MI,FT,Data Scientist,131000,USD,131000,US,on site,US,M
106,2024,MI,FT,Data Specialist,45607,GBP,57008,GB,on site,GB,M
107,2024,MI,FT,Data Specialist,30921,GBP,38651,GB,on site,GB,M
108,2024,MI,FT,Data Analyst,55000,GBP,68750,GB,remote,GB,M
109,2024,MI,FT,Data Analyst,45000,GBP,56250,GB,remote,GB,M
110,2024,SE,FT,Business Intelligence Lead,144300,USD,144300,US,on site,US,M
111,2024,SE,FT,Business Intelligence Lead,104800,USD,104800,US,on site,US,M
112,2024,SE,FT,Data Engineer,212750,USD,212750,US,on site,US,M
113,2024,SE,FT,Data Engineer,157250,USD,157250,US,on site,US,M
114,2024,EN,FT,Data Analyst,150000,USD,150000,US,remote,US,M
115,2024,EN,FT,Data Analyst,129200,USD,129200,US,remote,US,M
116,2024,SE,FT,ML Engineer,265000,USD,265000,US,on site,US,M
117,2024,SE,FT,ML Engineer,170000,USD,170000,US,on site,US,M
118,2024,SE,FT,Data Scientist,190000,USD,190000,US,remote,US,M
119,2024,SE,FT,Data Scientist,155000,USD,155000,US,remote,US,M
120,2024,SE,FT,Data Engineer,165000,USD,165000,US,remote,US,M
121,2024,SE,FT,Data Engineer,100000,USD,100000,US,remote,US,M
122,2024,MI,FT,Data Engineer,213900,USD,213900,US,remote,US,M
123,2024,MI,FT,Data Engineer,126500,USD,126500,US,remote,US,M
124,2024,SE,FT,Research Analyst,130000,USD,130000,US,on site,US,M
125,2024,SE,FT,Research Analyst,104000,USD,104000,US,on site,US,M
126,2024,SE,FT,ML Engineer,225000,USD,225000,US,remote,US,M
127,2024,SE,FT,ML Engineer,66000,USD,66000,US,remote,US,M
128,2024,SE,FT,ML Engineer,220000,USD,220000,US,on site,US,M
129,2024,MI,FT,Business Intelligence Analyst,110000,USD,110000,US,on site,US,M
130,2024,MI,FT,Business Intelligence Analyst,85000,USD,85000,US,on site,US,M
131,2024,SE,FT,ML Engineer,282000,USD,282000,US,remote,US,M
132,2024,SE,FT,ML Engineer,188000,USD,188000,US,remote,US,M
133,2024,EX,FT,Data Science,219650,USD,219650,US,remote,US,M
134,2024,EX,FT,Data Science,136000,USD,136000,US,remote,US,M
135,2024,SE,FT,Data Science,210850,USD,210850,US,on site,US,M
136,2024,SE,FT,Data Science,145400,USD,145400,US,on site,US,M
137,2024,MI,FT,Data Analyst,143800,USD,143800,US,remote,US,M
138,2024,MI,FT,Data Analyst,106300,USD,106300,US,remote,US,M
139,2024,MI,FT,AI Engineer,150000,USD,150000,US,remote,US,M
140,2024,MI,FT,AI Engineer,90200,USD,90200,US,remote,US,M
141,2024,MI,FT,Data Engineer,140000,USD,140000,US,on site,US,M
142,2024,MI,FT,Data Engineer,110000,USD,110000,US,on site,US,M
143,2024,SE,FT,Data Analyst,140000,USD,140000,US,remote,US,M
144,2024,SE,FT,Data Analyst,120000,USD,120000,US,remote,US,M
145,2024,EN,PT,AI Software Engineer,800000,DKK,117647,DK,on site,DK,S
146,2024,MI,PT,Research Scientist,138000,USD,138000,US,on site,US,M
147,2024,MI,PT,Research Scientist,86000,USD,86000,US,on site,US,M
148,2024,MI,FT,Data Scientist,199700,USD,199700,US,on site,US,M
149,2024,MI,FT,Data Scientist,70800,USD,70800,US,on site,US,M
150,2024,SE,FT,Research Analyst,175000,USD,175000,US,on site,US,M
152,2024,SE,FT,Data Architect,169847,USD,169847,US,remote,US,M
153,2024,SE,FT,Data Architect,131631,USD,131631,US,remote,US,M
154,2024,SE,FT,Machine Learning Scientist,277000,USD,277000,US,on site,US,M
155,2024,SE,FT,Machine Learning Scientist,173000,USD,173000,US,on site,US,M
156,2024,SE,FT,ML Engineer,264500,USD,264500,US,remote,US,M
157,2024,SE,FT,ML Engineer,165600,USD,165600,US,remote,US,M
158,2024,SE,FT,Business Intelligence,194000,USD,194000,US,remote,US,M
159,2024,SE,FT,Business Intelligence,168000,USD,168000,US,remote,US,M
160,2024,MI,FT,Data Engineer,90000,USD,90000,US,on site,US,M
161,2024,MI,FT,Data Engineer,70000,USD,70000,US,on site,US,M
162,2024,EN,FT,Data Scientist,137000,USD,137000,US,on site,US,M
163,2024,EN,FT,Data Scientist,60400,USD,60400,US,on site,US,M
164,2024,EX,FT,Data Science,197689,USD,197689,US,on site,US,M
165,2024,EX,FT,Data Science,152311,USD,152311,US,on site,US,M
166,2024,EX,FT,Research Analyst,209500,USD,209500,US,on site,US,M
167,2024,EX,FT,Research Analyst,147500,USD,147500,US,on site,US,M
168,2024,SE,FT,Data Engineer,170000,USD,170000,US,remote,US,M
169,2024,SE,FT,Data Engineer,146000,USD,146000,US,remote,US,M
170,2024,SE,FT,ML Engineer,220600,USD,220600,US,on site,US,M
171,2024,SE,FT,ML Engineer,140100,USD,140100,US,on site,US,M
172,2024,SE,FT,AI Engineer,236872,USD,236872,US,on site,US,M
173,2024,SE,FT,AI Engineer,148045,USD,148045,US,on site,US,M
174,2024,MI,FT,Data Science Engineer,143896,USD,143896,US,on site,US,M
175,2024,MI,FT,Data Science Engineer,99208,USD,99208,US,on site,US,M
176,2024,SE,FT,Applied Scientist,250000,USD,250000,US,on site,US,M
177,2024,SE,FT,Applied Scientist,160000,USD,160000,US,on site,US,M
178,2024,SE,FT,ML Engineer,200000,USD,200000,US,on site,US,M
179,2024,SE,FT,ML Engineer,25000,USD,25000,US,on site,US,M
180,2024,SE,FT,Data Engineer,137500,USD,137500,US,on site,US,M
181,2024,SE,FT,Data Engineer,81500,USD,81500,US,on site,US,M
182,2024,EX,FT,Data Science,209700,USD,209700,US,on site,US,M
183,2024,EX,FT,Data Science,161300,USD,161300,US,on site,US,M
184,2024,SE,FT,Data Scientist,249000,USD,249000,US,on site,US,M
185,2024,SE,FT,Data Scientist,216000,USD,216000,US,on site,US,M
186,2024,SE,FT,Data Engineer,170040,USD,170040,US,on site,US,M
187,2024,SE,FT,Data Engineer,113360,USD,113360,US,on site,US,M
188,2024,MI,FT,Machine Learning Operations Engineer,178250,USD,178250,US,on site,US,M
189,2024,MI,FT,Machine Learning Operations Engineer,110500,USD,110500,US,on site,US,M
190,2024,EN,FT,Data Analyst,83300,USD,83300,US,on site,US,M
191,2024,EN,FT,Data Analyst,47500,USD,47500,US,on site,US,M
192,2024,SE,FT,Data Scientist,200000,USD,200000,US,remote,US,M
193,2024,SE,FT,Data Scientist,148500,USD,148500,US,remote,US,M
194,2024,SE,FT,Data Architect,138000,USD,138000,US,on site,US,M
195,2024,SE,FT,Data Architect,120000,USD,120000,US,on site,US,M
196,2024,SE,FT,Research Scientist,250000,USD,250000,US,on site,US,M
197,2024,SE,FT,Research Scientist,200000,USD,200000,US,on site,US,M
198,2024,SE,FT,Data Engineer,110000,USD,110000,US,remote,US,M
199,2024,SE,FT,Data Engineer,90000,USD,90000,US,remote,US,M
200,2024,MI,FT,Data Engineer,142000,USD,142000,US,remote,US,M
201,2024,MI,FT,Data Engineer,129500,USD,129500,US,remote,US,M
202,2024,MI,FT,Data Product Manager,210554,USD,210554,US,on site,US,M
203,2024,MI,FT,Data Product Manager,131596,USD,131596,US,on site,US,M
204,2024,SE,FT,Data Engineer,170000,USD,170000,US,on site,US,M
205,2024,SE,FT,Data Engineer,130000,USD,130000,US,on site,US,M
206,2024,SE,FT,Data Engineer,159550,USD,159550,US,on site,US,M
207,2024,SE,FT,Data Engineer,113000,USD,113000,US,on site,US,M
208,2024,MI,FT,Data Engineer,135000,USD,135000,US,on site,US,M
209,2024,MI,FT,Data Engineer,100000,USD,100000,US,on site,US,M
210,2024,MI,FT,ML Engineer,245400,USD,245400,US,on site,US,M
211,2024,MI,FT,ML Engineer,139000,USD,139000,US,on site,US,M
212,2024,SE,FT,Data Engineer,190000,USD,190000,US,on site,US,M
213,2024,SE,FT,Data Engineer,167000,USD,167000,US,on site,US,M
214,2024,SE,FT,ML Engineer,304000,USD,304000,US,on site,US,M
215,2024,SE,FT,ML Engineer,244000,USD,244000,US,on site,US,M
216,2024,EN,FT,Data Analyst,50000,GBP,62500,US,on site,US,M
217,2024,EN,FT,Data Analyst,44000,GBP,55000,US,on site,US,M
218,2024,SE,FT,Data Scientist,247600,USD,247600,US,on site,US,L
219,2024,SE,FT,Data Scientist,127300,USD,127300,US,on site,US,L
220,2024,SE,FT,Data Science,210000,USD,210000,US,on site,US,M
221,2024,SE,FT,Data Science,170000,USD,170000,US,on site,US,M
222,2024,MI,FT,Applied Scientist,222200,USD,222200,US,on site,US,L
223,2024,MI,FT,Applied Scientist,136000,USD,136000,US,on site,US,L
224,2024,MI,FT,Research Analyst,200000,USD,200000,US,remote,US,M
225,2024,MI,FT,Research Analyst,151300,USD,151300,US,remote,US,M
226,2024,MI,FT,Data Scientist,110000,USD,110000,US,remote,US,M
227,2024,MI,FT,Data Scientist,90000,USD,90000,US,remote,US,M
228,2024,EN,FT,Data Analyst,156000,USD,156000,US,on site,US,M
229,2024,EN,FT,Data Analyst,94000,USD,94000,US,on site,US,M
230,2024,MI,FT,Research Scientist,212800,USD,212800,US,on site,US,L
231,2024,MI,FT,Research Scientist,124100,USD,124100,US,on site,US,L
232,2024,MI,FT,Analytics Engineer,195000,USD,195000,US,on site,US,M
233,2024,MI,FT,Analytics Engineer,140000,USD,140000,US,on site,US,M
234,2024,SE,FT,Data Management Analyst,199068,USD,199068,US,on site,US,M
235,2024,SE,FT,Data Management Analyst,150000,USD,150000,US,on site,US,M
236,2024,EX,FT,Data Science,250900,USD,250900,US,on site,US,M
237,2024,EX,FT,Data Science,173100,USD,173100,US,on site,US,M
240,2024,EN,FT,Data Scientist,60000,EUR,66666,FR,on site,FR,M
241,2024,EN,FT,Data Scientist,40000,EUR,44444,FR,on site,FR,M
242,2024,SE,FT,Data Engineer,138000,USD,138000,US,on site,US,M
243,2024,SE,FT,Data Engineer,86000,USD,86000,US,on site,US,M
244,2024,SE,FT,AI Engineer,186754,USD,186754,US,on site,US,M
245,2024,SE,FT,AI Engineer,101000,USD,101000,US,on site,US,M
246,2024,SE,FT,Data Scientist,234000,USD,234000,US,on site,US,M
248,2024,MI,FT,Research Scientist,96200,USD,96200,US,remote,US,M
249,2024,MI,FT,Research Scientist,69800,USD,69800,US,remote,US,M
250,2024,SE,FT,Encounter Data Management Professional,96200,USD,96200,US,remote,US,M
251,2024,SE,FT,Encounter Data Management Professional,69800,USD,69800,US,remote,US,M
252,2024,SE,FT,Business Intelligence,170000,USD,170000,US,on site,US,M
253,2024,SE,FT,Business Intelligence,150000,USD,150000,US,on site,US,M
254,2024,MI,FT,Data Engineer,157500,USD,157500,US,on site,US,M
255,2024,MI,FT,Data Engineer,149900,USD,149900,US,on site,US,M
256,2024,SE,FT,Data Analyst,169000,USD,169000,US,on site,US,M
257,2024,SE,FT,Data Analyst,105000,USD,105000,US,on site,US,M
258,2024,SE,FT,Data Engineer,148017,USD,148017,US,remote,US,M
259,2024,SE,FT,Data Engineer,87069,USD,87069,US,remote,US,M
260,2024,MI,FT,Data Specialist,106336,USD,106336,CA,on site,CA,M
261,2024,MI,FT,Data Specialist,83150,USD,83150,CA,on site,CA,M
262,2024,MI,FT,Data Analytics Specialist,130000,USD,130000,US,remote,US,M
263,2024,MI,FT,Data Analytics Specialist,91000,USD,91000,US,remote,US,M
264,2024,SE,FT,Data Analyst,149925,USD,149925,US,on site,US,M
265,2024,SE,FT,Data Analyst,91260,USD,91260,US,on site,US,M
266,2024,SE,FT,ML Engineer,185000,USD,185000,US,on site,US,M
269,2024,SE,FT,Data Scientist,120000,USD,120000,US,remote,US,M
270,2024,SE,FT,ML Engineer,209700,USD,209700,US,on site,US,M
271,2024,SE,FT,ML Engineer,144600,USD,144600,US,on site,US,M
272,2024,SE,FT,Data Architect,175000,USD,175000,US,on site,US,M
273,2024,SE,FT,Data Architect,117000,USD,117000,US,on site,US,M
274,2024,MI,FT,Data Analyst,77280,USD,77280,US,on site,US,M
275,2024,MI,FT,Data Analyst,58000,USD,58000,US,on site,US,M
276,2024,SE,FT,Data Engineer,170200,USD,170200,US,remote,US,M
277,2024,SE,FT,Data Engineer,125800,USD,125800,US,remote,US,M
278,2024,SE,FT,Data Architect,202730,USD,202730,US,remote,US,M
279,2024,SE,FT,Data Architect,92118,USD,92118,US,remote,US,M
280,2024,MI,FT,Data Analyst,125000,USD,125000,US,remote,US,M
281,2024,MI,FT,Data Analyst,100000,USD,100000,US,remote,US,M
282,2024,SE,FT,Applied Scientist,200000,USD,200000,US,remote,US,M
283,2024,SE,FT,Applied Scientist,160000,USD,160000,US,remote,US,M
284,2024,MI,FT,Data Scientist,157144,USD,157144,US,on site,US,M
285,2024,MI,FT,Data Scientist,93101,USD,93101,US,on site,US,M
286,2024,SE,FT,Data Scientist,209000,CAD,160769,CA,on site,CA,M
287,2024,SE,FT,Data Scientist,150000,CAD,115384,CA,on site,CA,M
288,2024,SE,FT,Applied Scientist,260000,USD,260000,US,on site,US,L
290,2024,SE,FT,ML Engineer,189000,USD,189000,US,on site,US,M
291,2024,SE,FT,ML Engineer,145400,USD,145400,US,on site,US,M
292,2024,SE,FT,Data Architect,200070,USD,200070,CA,on site,CA,M
293,2024,SE,FT,Data Architect,107730,USD,107730,CA,on site,CA,M
294,2024,SE,FT,Data Engineer,154000,USD,154000,US,on site,US,M
295,2024,SE,FT,Data Engineer,103000,USD,103000,US,on site,US,M
296,2024,EX,FT,Head of Data,223000,USD,223000,US,on site,US,M
297,2024,EX,FT,Head of Data,205000,USD,205000,US,on site,US,M
298,2024,SE,FT,Data Analyst,209000,USD,209000,US,on site,US,M
299,2024,SE,FT,Data Analyst,120000,USD,120000,US,on site,US,M
300,2024,MI,FT,ML Engineer,200000,USD,200000,CA,on site,CA,M
301,2024,MI,FT,ML Engineer,160000,USD,160000,CA,on site,CA,M
304,2024,SE,FT,Data Scientist,252000,USD,252000,US,on site,US,M
305,2024,SE,FT,Data Scientist,168000,USD,168000,US,on site,US,M
308,2024,SE,FT,Data Analytics Lead,250000,USD,250000,US,remote,US,M
309,2024,SE,FT,Data Scientist,385000,USD,385000,US,remote,US,M
310,2024,SE,FT,Data Scientist,130000,USD,130000,US,remote,US,M
311,2024,MI,FT,Data Scientist,150000,USD,150000,US,on site,US,M
312,2024,MI,FT,Data Scientist,127500,USD,127500,US,on site,US,M
313,2024,EN,FT,Business Intelligence Analyst,142136,USD,142136,US,on site,US,M
314,2024,EN,FT,Business Intelligence Analyst,123596,USD,123596,US,on site,US,M
315,2024,MI,FT,Data Scientist,285200,USD,285200,US,remote,US,M
316,2024,MI,FT,Data Scientist,168600,USD,168600,US,remote,US,M
317,2024,SE,FT,Data Scientist,223500,USD,223500,US,on site,US,M
318,2024,SE,FT,Data Scientist,109100,USD,109100,US,on site,US,M
319,2024,EN,FT,Data Analyst,64500,USD,64500,US,on site,US,M
320,2024,EN,FT,Data Analyst,46500,USD,46500,US,on site,US,M
321,2024,SE,FT,Data Engineer,180500,USD,180500,US,on site,US,M
322,2024,SE,FT,Data Engineer,96200,USD,96200,US,on site,US,M
323,2024,MI,FT,Data Analyst,86940,USD,86940,US,on site,US,M
324,2024,MI,FT,Data Analyst,66000,USD,66000,US,on site,US,M
327,2024,SE,FT,Data Specialist,41418,GBP,51772,GB,on site,GB,M
328,2024,SE,FT,Data Specialist,38223,GBP,47778,GB,on site,GB,M
331,2024,EN,FT,Data Analyst,97000,USD,97000,US,on site,US,M
332,2024,EN,FT,Data Analyst,62000,USD,62000,US,on site,US,M
333,2024,MI,FT,Machine Learning Scientist,176000,USD,176000,US,on site,US,M
334,2024,MI,FT,Machine Learning Scientist,72700,USD,72700,US,on site,US,M
335,2024,MI,FT,Data Science,33966,GBP,42457,ZA,on site,ZA,M
336,2024,MI,FT,Data Science,31396,GBP,39245,ZA,on site,ZA,M
337,2024,EN,FT,Research Scientist,170500,USD,170500,US,remote,US,M
338,2024,EN,FT,Research Scientist,123200,USD,123200,US,remote,US,M
339,2024,SE,FT,ML Engineer,296400,USD,296400,US,on site,US,M
340,2024,SE,FT,ML Engineer,159600,USD,159600,US,on site,US,M
341,2024,SE,FT,Applied Scientist,158200,USD,158200,US,on site,US,M
342,2024,SE,FT,Applied Scientist,79000,USD,79000,US,on site,US,M
343,2024,SE,FT,Data Scientist,153000,USD,153000,NZ,on site,NZ,M
344,2024,SE,FT,Data Scientist,135000,USD,135000,NZ,on site,NZ,M
345,2024,MI,FT,Data Scientist,145000,USD,145000,US,on site,US,M
346,2024,MI,FT,Data Scientist,125000,USD,125000,US,on site,US,M
347,2024,EX,FT,Head of Data,230000,USD,230000,US,remote,US,M
348,2024,EX,FT,Head of Data,200000,USD,200000,US,remote,US,M
349,2024,SE,FT,ML Engineer,278000,USD,278000,US,on site,US,M
350,2024,SE,FT,ML Engineer,196000,USD,196000,US,on site,US,M
351,2024,SE,FT,Data Engineer,140000,USD,140000,US,remote,US,M
353,2024,MI,FT,Data Scientist,45000,USD,45000,AR,remote,AR,M
354,2024,MI,FT,Data Scientist,30000,USD,30000,AR,remote,AR,M
355,2024,SE,FT,Data Scientist,218000,USD,218000,US,on site,US,M
356,2024,SE,FT,Data Scientist,145000,USD,145000,US,on site,US,M
357,2024,SE,FT,Data Analyst,100000,USD,100000,US,on site,US,M
358,2024,SE,FT,Data Analyst,86220,USD,86220,US,on site,US,M
359,2024,MI,FT,Data Engineer,190000,USD,190000,US,on site,US,M
360,2024,MI,FT,Data Engineer,150000,USD,150000,US,on site,US,M
361,2024,MI,FT,Business Intelligence,110000,USD,110000,US,on site,US,M
362,2024,MI,FT,Business Intelligence,95000,USD,95000,US,on site,US,M
363,2024,SE,FT,Data Science,110000,USD,110000,US,on site,US,M
364,2024,SE,FT,Data Science,90000,USD,90000,US,on site,US,M
367,2024,MI,FT,Data Analyst,80000,USD,80000,US,remote,US,M
368,2024,MI,FT,Data Analyst,50000,USD,50000,US,remote,US,M
369,2024,SE,FT,Data Analyst,180000,USD,180000,US,remote,US,M
370,2024,SE,FT,Data Analyst,130000,USD,130000,US,remote,US,M
371,2024,SE,FT,Data Engineer,200000,USD,200000,US,on site,US,M
372,2024,SE,FT,Data Engineer,147000,USD,147000,US,on site,US,M
373,2024,SE,FT,Data Analyst,148000,USD,148000,US,on site,US,M
374,2024,SE,FT,Data Analyst,125000,USD,125000,US,on site,US,M
375,2024,SE,FT,Data Scientist,150000,USD,150000,US,on site,US,M
376,2024,SE,FT,Data Scientist,110000,USD,110000,US,on site,US,M
377,2024,SE,FT,Data Analyst,245400,USD,245400,US,remote,US,M
378,2024,SE,FT,Data Analyst,135800,USD,135800,US,remote,US,M
379,2024,EX,FT,Business Intelligence,200000,USD,200000,US,on site,US,M
380,2024,EX,FT,Business Intelligence,175000,USD,175000,US,on site,US,M
381,2024,SE,FT,Applied Scientist,249700,USD,249700,US,remote,US,M
382,2024,SE,FT,Applied Scientist,156300,USD,156300,US,remote,US,M
383,2024,SE,FT,Data Architect,190000,USD,190000,US,remote,US,M
384,2024,SE,FT,Data Architect,140000,USD,140000,US,remote,US,M
385,2024,SE,FT,ML Engineer,370000,USD,370000,US,on site,US,M
386,2024,SE,FT,ML Engineer,220000,USD,220000,US,on site,US,M
387,2024,EN,FT,Data Engineer,35000,EUR,38888,ES,on site,ES,M
388,2024,EN,FT,Data Engineer,27000,EUR,30000,ES,on site,ES,M
389,2024,SE,FT,ML Engineer,280000,USD,280000,US,remote,US,M
390,2024,SE,FT,ML Engineer,184000,USD,184000,US,remote,US,M
391,2024,MI,FT,Data Analyst,174000,USD,174000,US,on site,US,M
392,2024,MI,FT,Data Analyst,132000,USD,132000,US,on site,US,M
393,2024,SE,FT,Analytics Engineer,720000,USD,720000,US,on site,US,M
394,2024,SE,FT,Analytics Engineer,170000,USD,170000,US,on site,US,M
395,2024,SE,FT,ML Engineer,200000,USD,200000,US,on site,US,M
398,2024,SE,FT,Data Scientist,111000,USD,111000,US,on site,US,M
401,2024,SE,FT,ML Engineer,302900,USD,302900,US,on site,US,M
403,2024,MI,FT,Data Engineer,179500,USD,179500,US,on site,US,M
404,2024,MI,FT,Data Engineer,149500,USD,149500,US,on site,US,M
