,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
6121,2023,EN,FT,Data Scientist,100000,USD,100000,US,on site,US,M
6122,2023,EN,FT,Data Scientist,70000,USD,70000,US,on site,US,M
6123,2023,MI,FT,Business Intelligence Developer,45000,GBP,55368,GB,on site,GB,M
6124,2023,MI,FT,Business Intelligence Developer,25000,GBP,30760,GB,on site,GB,M
6125,2023,MI,FT,Data Scientist,135700,USD,135700,US,on site,US,M
6126,2023,MI,FT,Data Scientist,108560,USD,108560,US,on site,US,M
6127,2023,SE,FT,Research Engineer,300000,USD,300000,US,on site,US,M
6128,2023,SE,FT,Research Engineer,180000,USD,180000,US,on site,US,M
6129,2023,SE,FT,Business Intelligence Analyst,189000,USD,189000,US,remote,US,M
6130,2023,SE,FT,Business Intelligence Analyst,118100,USD,118100,US,remote,US,M
6131,2023,SE,FT,Data Science Lead,148300,USD,148300,US,on site,US,M
6132,2023,SE,FT,Data Science Lead,84700,USD,84700,US,on site,US,M
6133,2023,EN,FT,Research Engineer,32982,GBP,40581,ZA,on site,ZA,M
6134,2023,EN,FT,Research Engineer,31396,GBP,38629,ZA,on site,ZA,M
6135,2023,SE,FT,ML Engineer,275000,USD,275000,DE,on site,DE,M
6136,2023,SE,FT,ML Engineer,121200,USD,121200,DE,on site,DE,M
6137,2023,MI,FT,Analytics Engineer,149925,USD,149925,US,on site,US,M
6138,2023,MI,FT,Analytics Engineer,91260,USD,91260,US,on site,US,M
6139,2023,SE,FT,BI Developer,70000,GBP,86128,GB,on site,GB,M
6140,2023,SE,FT,BI Developer,60600,GBP,74562,GB,on site,GB,M
6141,2023,SE,FT,Data Scientist,277000,USD,277000,US,on site,US,M
6142,2023,SE,FT,Data Scientist,173000,USD,173000,US,on site,US,M
6143,2023,SE,FT,Data Scientist,242000,USD,242000,AU,on site,AU,M
6144,2023,SE,FT,Data Scientist,106200,USD,106200,AU,on site,AU,M
6145,2023,MI,FT,Data Quality Manager,56000,GBP,68902,GB,on site,GB,M
6146,2023,MI,FT,Data Quality Manager,40000,GBP,49216,GB,on site,GB,M
6147,2023,SE,FT,Applied Scientist,250900,USD,250900,US,on site,US,M
6148,2023,SE,FT,Applied Scientist,135200,USD,135200,US,on site,US,M
6149,2023,SE,FT,Data Scientist,187415,USD,187415,US,on site,US,M
6150,2023,SE,FT,Data Scientist,114080,USD,114080,US,on site,US,M
6151,2023,MI,FT,Data Scientist,220000,USD,220000,US,on site,US,M
6152,2023,MI,FT,Data Scientist,137500,USD,137500,US,on site,US,M
6153,2023,MI,FT,Data Analyst,119000,USD,119000,US,on site,US,M
6154,2023,MI,FT,Data Analyst,52100,USD,52100,US,on site,US,M
6155,2023,SE,FT,Business Intelligence Developer,120000,USD,120000,US,remote,US,M
6156,2023,SE,FT,Business Intelligence Developer,102000,USD,102000,US,remote,US,M
6157,2023,EN,FT,Data Analyst,64000,USD,64000,US,on site,US,M
6158,2023,EN,FT,Data Analyst,60000,USD,60000,US,on site,US,M
6159,2023,MI,FT,Data Engineer,179000,USD,179000,US,on site,US,M
6160,2023,MI,FT,Data Engineer,112000,USD,112000,US,on site,US,M
6161,2023,EN,FT,Data Analyst,65000,USD,65000,US,on site,US,M
6162,2023,EN,FT,Data Analyst,54000,USD,54000,US,on site,US,M
6163,2023,MI,FT,Business Intelligence Analyst,119000,USD,119000,US,on site,US,M
6164,2023,MI,FT,Business Intelligence Analyst,52100,USD,52100,US,on site,US,M
6165,2023,MI,FT,Data Engineer,152000,USD,152000,CA,remote,CA,M
6166,2023,MI,FT,Data Engineer,99000,USD,99000,CA,remote,CA,M
6167,2023,EX,FT,Head of Data,90000,GBP,110736,GB,remote,GB,M
6168,2023,EX,FT,Head of Data,75000,GBP,92280,GB,remote,GB,M
6169,2023,SE,FT,ML Engineer,250000,USD,250000,US,on site,US,M
6170,2023,SE,FT,ML Engineer,140000,USD,140000,US,on site,US,M
6171,2023,EN,FT,Data Scientist,113800,USD,113800,US,on site,US,M
6172,2023,EN,FT,Data Scientist,63200,USD,63200,US,on site,US,M
6173,2023,SE,FT,Data Scientist,210000,USD,210000,US,on site,US,M
6174,2023,SE,FT,Data Scientist,160000,USD,160000,US,on site,US,M
6175,2023,MI,FT,Data Engineer,170000,USD,170000,US,on site,US,M
6176,2023,MI,FT,Data Engineer,130000,USD,130000,US,on site,US,M
6177,2023,SE,FT,Research Scientist,247600,USD,247600,US,on site,US,L
6178,2023,SE,FT,Research Scientist,127300,USD,127300,US,on site,US,L
6181,2023,MI,FT,ML Engineer,125000,USD,125000,US,on site,US,M
6182,2023,MI,FT,ML Engineer,100000,USD,100000,US,on site,US,M
6184,2023,SE,FT,Data Scientist,140000,USD,140000,US,on site,US,M
6185,2023,SE,FT,Data Engineer,247300,USD,247300,US,on site,US,M
6186,2023,SE,FT,Data Engineer,139700,USD,139700,US,on site,US,M
6187,2023,SE,FT,Data Analyst,192000,USD,192000,US,remote,US,M
6188,2023,SE,FT,Data Analyst,138240,USD,138240,US,remote,US,M
6189,2023,SE,FT,Data Scientist,170000,USD,170000,US,on site,US,M
6190,2023,SE,FT,Data Scientist,130000,USD,130000,US,on site,US,M
6191,2023,SE,FT,Data Architect,100000,USD,100000,US,remote,US,M
6192,2023,SE,FT,Data Architect,90000,USD,90000,US,remote,US,M
6193,2023,SE,FT,Data Analyst,170000,USD,170000,US,remote,US,M
6194,2023,SE,FT,Data Analyst,130000,USD,130000,US,remote,US,M
6195,2023,MI,FT,Data Engineer,186000,USD,186000,US,on site,US,M
6196,2023,MI,FT,Data Engineer,81800,USD,81800,US,on site,US,M
6197,2023,SE,FT,Data Engineer,180514,USD,180514,GB,remote,GB,M
6198,2023,SE,FT,Data Engineer,108308,USD,108308,GB,remote,GB,M
6199,2023,SE,FT,Data Engineer,166000,USD,166000,US,on site,US,M
6200,2023,SE,FT,Data Engineer,73100,USD,73100,US,on site,US,M
6201,2023,MI,FT,Data Analyst,115950,USD,115950,US,on site,US,M
6202,2023,MI,FT,Data Analyst,69570,USD,69570,US,on site,US,M
6203,2023,SE,FT,Data Science,142300,USD,142300,US,on site,US,M
6204,2023,SE,FT,Data Science,71200,USD,71200,US,on site,US,M
6205,2023,MI,FT,Data Science,179000,USD,179000,US,on site,US,M
6206,2023,MI,FT,Data Science,106500,USD,106500,US,on site,US,M
6207,2023,SE,FT,Data Analyst,119200,USD,119200,US,remote,US,M
6208,2023,SE,FT,Data Analyst,86600,USD,86600,US,remote,US,M
6209,2023,SE,FT,Data Engineer,140544,USD,140544,US,remote,US,M
6210,2023,SE,FT,Data Engineer,82673,USD,82673,US,remote,US,M
6211,2023,SE,FT,Business Intelligence Engineer,108350,USD,108350,US,on site,US,M
6212,2023,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,on site,US,M
6213,2023,SE,FT,Data Engineer,162540,USD,162540,US,on site,US,M
6214,2023,SE,FT,Data Engineer,87570,USD,87570,US,on site,US,M
6215,2023,SE,FT,Data Architect,213600,USD,213600,US,on site,US,M
6216,2023,SE,FT,Data Architect,103200,USD,103200,US,on site,US,M
6217,2023,MI,FT,Data Engineer,140000,USD,140000,US,on site,US,M
6218,2023,MI,FT,Data Engineer,90000,USD,90000,US,on site,US,M
6219,2023,MI,FT,Data Scientist,212000,USD,212000,US,on site,US,M
6220,2023,MI,FT,Data Scientist,93300,USD,93300,US,on site,US,M
6221,2023,MI,FT,Applied Scientist,222200,USD,222200,US,on site,US,L
6222,2023,MI,FT,Applied Scientist,136000,USD,136000,US,on site,US,L
6223,2023,MI,FT,Data Scientist,157000,USD,157000,US,remote,US,M
6224,2023,MI,FT,Data Scientist,144000,USD,144000,US,remote,US,M
6225,2023,SE,FT,Data Engineer,210000,USD,210000,CA,remote,CA,M
6226,2023,SE,FT,Data Engineer,160000,USD,160000,CA,remote,CA,M
6227,2023,SE,FT,Data Scientist,179000,USD,179000,US,on site,US,M
6228,2023,SE,FT,Data Scientist,112000,USD,112000,US,on site,US,M
6229,2023,SE,FT,Analytics Engineer,221300,USD,221300,US,remote,US,M
6230,2023,SE,FT,Analytics Engineer,147500,USD,147500,US,remote,US,M
6231,2023,SE,FT,Data Engineer,179000,USD,179000,US,on site,US,M
6232,2023,SE,FT,Data Engineer,112000,USD,112000,US,on site,US,M
6233,2023,SE,FT,Data Science Consultant,116000,USD,116000,US,on site,US,M
6234,2023,SE,FT,Data Science Consultant,90000,USD,90000,US,on site,US,M
6237,2023,MI,FT,Data Engineer,130400,USD,130400,US,on site,US,M
6238,2023,MI,FT,Data Engineer,74500,USD,74500,US,on site,US,M
6239,2023,SE,FT,ML Engineer,207700,USD,207700,CA,on site,CA,M
6240,2023,SE,FT,ML Engineer,133700,USD,133700,CA,on site,CA,M
6241,2023,SE,FT,Data Analyst,120000,USD,120000,US,on site,US,M
6242,2023,SE,FT,Data Analyst,100000,USD,100000,US,on site,US,M
6243,2023,SE,FT,ML Engineer,247500,USD,247500,US,on site,US,M
6244,2023,SE,FT,ML Engineer,172200,USD,172200,US,on site,US,M
6247,2023,MI,FT,Data Modeler,140000,USD,140000,US,on site,US,M
6248,2023,MI,FT,Data Modeler,90000,USD,90000,US,on site,US,M
6249,2023,SE,FT,Research Scientist,260000,USD,260000,US,on site,US,M
6250,2023,SE,FT,Research Scientist,230000,USD,230000,US,on site,US,M
6251,2023,SE,FT,Data Modeler,130000,USD,130000,US,remote,US,M
6252,2023,SE,FT,Data Modeler,110000,USD,110000,US,remote,US,M
6253,2023,MI,FT,Data Scientist,110000,USD,110000,US,on site,US,M
6254,2023,MI,FT,Data Scientist,90000,USD,90000,US,on site,US,M
6255,2023,MI,FT,Data Scientist,310000,USD,310000,US,on site,US,M
6256,2023,MI,FT,Data Scientist,245000,USD,245000,US,on site,US,M
6257,2023,MI,FT,Research Scientist,210000,USD,210000,US,on site,US,M
6258,2023,MI,FT,Research Scientist,160000,USD,160000,US,on site,US,M
6259,2023,MI,FT,Data Specialist,85000,USD,85000,US,on site,US,M
6260,2023,MI,FT,Data Specialist,75000,USD,75000,US,on site,US,M
6261,2023,SE,FT,ML Engineer,280000,USD,280000,US,on site,US,M
6262,2023,SE,FT,ML Engineer,196000,USD,196000,US,on site,US,M
6263,2023,MI,FT,ML Engineer,212000,USD,212000,US,on site,US,M
6264,2023,MI,FT,ML Engineer,93300,USD,93300,US,on site,US,M
6265,2023,SE,FT,Data Science,230000,USD,230000,US,remote,US,M
6266,2023,SE,FT,Data Science,115000,USD,115000,US,remote,US,M
6267,2023,MI,FT,Data Scientist,75000,USD,75000,US,on site,US,M
6268,2023,MI,FT,Data Scientist,70000,USD,70000,US,on site,US,M
6269,2023,SE,FT,Machine Learning Scientist,233500,USD,233500,US,on site,US,M
6270,2023,SE,FT,Machine Learning Scientist,137500,USD,137500,US,on site,US,M
6271,2023,MI,FT,Data Scientist,166000,USD,166000,US,on site,US,M
6272,2023,MI,FT,Data Scientist,73100,USD,73100,US,on site,US,M
6273,2023,SE,FT,Data Science,176875,USD,176875,US,on site,US,M
6274,2023,SE,FT,Data Science,84750,USD,84750,US,on site,US,M
6275,2023,SE,FT,Data Engineer,251250,USD,251250,US,on site,US,M
6276,2023,SE,FT,Data Engineer,120750,USD,120750,US,on site,US,M
6277,2023,MI,FT,Data Engineer,106050,USD,106050,US,on site,US,M
6278,2023,MI,FT,Data Engineer,80420,USD,80420,US,on site,US,M
6279,2023,MI,FT,Data Scientist,120000,USD,120000,US,on site,US,M
6281,2023,MI,FT,Data Scientist,147400,USD,147400,US,on site,US,M
6282,2023,MI,FT,Data Scientist,107682,USD,107682,US,on site,US,M
6283,2023,SE,FT,Data Analyst,145000,USD,145000,US,remote,US,M
6284,2023,SE,FT,Data Analyst,95000,USD,95000,US,remote,US,M
6285,2023,EN,FT,Research Analyst,80000,USD,80000,US,on site,US,M
6286,2023,EN,FT,Research Analyst,50000,USD,50000,US,on site,US,M
6287,2023,SE,FT,Data Product Manager,175000,USD,175000,US,remote,US,M
6288,2023,SE,FT,Data Product Manager,150000,USD,150000,US,remote,US,M
6289,2023,EN,FT,Data Scientist,26800,GBP,32974,GB,on site,GB,M
6291,2023,SE,FT,Data Architect,178600,USD,178600,US,on site,US,M
6292,2023,SE,FT,Data Architect,67200,USD,67200,US,on site,US,M
6293,2023,EN,FT,Data Analyst,118750,USD,118750,US,on site,US,M
6294,2023,EN,FT,Data Analyst,106875,USD,106875,US,on site,US,M
6295,2023,SE,FT,Data Engineer,186000,USD,186000,US,on site,US,M
6296,2023,SE,FT,Data Engineer,81800,USD,81800,US,on site,US,M
6297,2023,MI,FT,Data Analyst,142000,USD,142000,US,on site,US,M
6298,2023,MI,FT,Data Analyst,128000,USD,128000,US,on site,US,M
6299,2023,SE,FT,Data Analyst,140130,USD,140130,US,on site,US,M
6300,2023,SE,FT,Data Analyst,84870,USD,84870,US,on site,US,M
6301,2023,SE,FT,ML Engineer,262000,USD,262000,US,on site,US,M
6302,2023,SE,FT,ML Engineer,186000,USD,186000,US,on site,US,M
6306,2023,MI,FT,Data Analyst,58500,USD,58500,US,on site,US,M
6307,2023,EN,FT,Data Analyst,48000,GBP,59059,US,on site,US,M
6308,2023,EN,FT,Data Analyst,39000,GBP,47985,US,on site,US,M
6309,2023,SE,FT,Data Analyst,93918,USD,93918,US,on site,US,M
6310,2023,SE,FT,Data Analyst,51962,USD,51962,US,on site,US,M
6311,2023,MI,FT,Business Intelligence Manager,120000,USD,120000,US,on site,US,M
6312,2023,MI,FT,Business Intelligence Manager,100000,USD,100000,US,on site,US,M
6313,2023,SE,FT,Data Scientist,205670,USD,205670,NZ,on site,NZ,M
6314,2023,SE,FT,Data Scientist,124233,USD,124233,NZ,on site,NZ,M
6315,2023,SE,FT,Data Engineer,173000,USD,173000,US,on site,US,M
6316,2023,SE,FT,Data Engineer,140000,USD,140000,US,on site,US,M
6317,2023,SE,FT,ML Engineer,291500,USD,291500,US,on site,US,M
6318,2023,SE,FT,ML Engineer,180200,USD,180200,US,on site,US,M
6319,2023,EN,FT,Data Analyst,23000,GBP,28299,GB,on site,GB,M
6321,2023,SE,FT,Data Scientist,185000,USD,185000,CA,on site,CA,M
6322,2023,SE,FT,Data Scientist,152000,USD,152000,CA,on site,CA,M
6323,2023,SE,FT,ML Engineer,255800,USD,255800,US,on site,US,M
6324,2023,SE,FT,ML Engineer,170600,USD,170600,US,on site,US,M
6325,2023,SE,FT,Data Engineer,146850,USD,146850,US,on site,US,M
6326,2023,SE,FT,Data Engineer,106800,USD,106800,US,on site,US,M
6327,2023,MI,FT,Data Engineer,200000,USD,200000,US,on site,US,M
6328,2023,MI,FT,Data Engineer,117000,USD,117000,US,on site,US,M
6329,2023,MI,FT,Data Manager,151700,USD,151700,US,on site,US,L
6330,2023,MI,FT,Data Manager,63000,USD,63000,US,on site,US,L
6331,2023,EN,FT,Analytics Engineer,43000,USD,43000,HU,on site,HU,L
6332,2023,SE,FT,Data Scientist,239900,USD,239900,US,remote,US,M
6333,2023,SE,FT,Data Scientist,159900,USD,159900,US,remote,US,M
6334,2023,EN,FT,Data Analyst,162240,USD,162240,US,on site,US,M
6335,2023,EN,FT,Data Analyst,47840,USD,47840,US,on site,US,M
6336,2023,SE,FT,Data Engineer,130410,USD,130410,US,on site,US,M
6337,2023,SE,FT,Data Engineer,92000,USD,92000,US,on site,US,M
6338,2023,SE,FT,Data Science,270250,USD,270250,US,on site,US,M
6339,2023,SE,FT,Data Science,144000,USD,144000,US,on site,US,M
6340,2023,SE,FT,Business Intelligence Analyst,176875,USD,176875,US,on site,US,M
6341,2023,SE,FT,Business Intelligence Analyst,84750,USD,84750,US,on site,US,M
6342,2023,MI,FT,Data Analyst,92000,USD,92000,US,on site,US,M
6343,2023,MI,FT,Data Analyst,69000,USD,69000,US,on site,US,M
6344,2023,SE,FT,Research Engineer,184800,USD,184800,US,on site,US,M
6345,2023,SE,FT,Research Engineer,107100,USD,107100,US,on site,US,M
6348,2023,SE,FT,Data Engineer,333500,USD,333500,US,on site,US,M
6349,2023,SE,FT,Data Engineer,176000,USD,176000,US,on site,US,M
6350,2023,SE,FT,Applied Scientist,257400,USD,257400,US,on site,US,M
6351,2023,SE,FT,Applied Scientist,138600,USD,138600,US,on site,US,M
6352,2023,MI,FT,Data Analytics Manager,242100,USD,242100,US,on site,US,M
6353,2023,MI,FT,Data Analytics Manager,116200,USD,116200,US,on site,US,M
6354,2023,SE,FT,Research Analyst,230000,USD,230000,US,on site,US,M
6355,2023,SE,FT,Research Analyst,210000,USD,210000,US,on site,US,M
6356,2023,SE,FT,Data Engineer,114300,USD,114300,US,on site,US,M
6357,2023,SE,FT,Data Engineer,89600,USD,89600,US,on site,US,M
6358,2023,EN,FT,Business Intelligence Analyst,85000,USD,85000,US,on site,US,M
6359,2023,EN,FT,Business Intelligence Analyst,65000,USD,65000,US,on site,US,M
6360,2023,SE,FT,ML Engineer,266875,USD,266875,US,on site,US,M
6361,2023,SE,FT,ML Engineer,128250,USD,128250,US,on site,US,M
6362,2023,MI,FT,Data Science,280000,USD,280000,US,on site,US,M
6363,2023,MI,FT,Data Science,200000,USD,200000,US,on site,US,M
6364,2023,MI,FT,Data Engineer,180000,USD,180000,US,on site,US,M
6366,2023,SE,FT,Data Engineer,178492,USD,178492,US,remote,US,M
6367,2023,SE,FT,Data Engineer,89246,USD,89246,US,remote,US,M
6368,2023,SE,FT,Data Engineer,245000,USD,245000,US,remote,US,M
6369,2023,SE,FT,Data Engineer,150000,USD,150000,US,remote,US,M
6370,2023,SE,FT,Analytics Engineer,155000,USD,155000,US,on site,US,M
6371,2023,SE,FT,Analytics Engineer,145000,USD,145000,US,on site,US,M
6372,2023,SE,FT,ML Engineer,165000,USD,165000,US,remote,US,M
6373,2023,SE,FT,ML Engineer,130000,USD,130000,US,remote,US,M
6376,2023,SE,FT,Data Scientist,280889,USD,280889,US,on site,US,M
6377,2023,SE,FT,Data Scientist,187259,USD,187259,US,on site,US,M
6378,2023,MI,FT,Business Intelligence Analyst,130000,USD,130000,US,remote,US,M
6379,2023,MI,FT,Business Intelligence Analyst,120000,USD,120000,US,remote,US,M
6380,2023,MI,FT,Data Engineer,185000,USD,185000,US,remote,US,M
6381,2023,MI,FT,Data Engineer,125000,USD,125000,US,remote,US,M
6382,2023,SE,FT,Data Engineer,196900,USD,196900,US,remote,US,M
6383,2023,SE,FT,Data Engineer,186700,USD,186700,US,remote,US,M
6386,2023,SE,FT,Data Scientist,260000,USD,260000,US,on site,US,M
6387,2023,SE,FT,Data Scientist,192000,USD,192000,US,on site,US,M
6388,2023,MI,FT,Data Engineer,205600,USD,205600,US,on site,US,L
6389,2023,MI,FT,Data Engineer,105700,USD,105700,US,on site,US,L
6390,2023,MI,FT,Data Analyst,75000,USD,75000,US,on site,US,M
6392,2023,SE,FT,Prompt Engineer,230000,USD,230000,US,on site,US,M
6393,2023,SE,FT,Prompt Engineer,140000,USD,140000,US,on site,US,M
6394,2023,EN,FT,Data Manager,149800,USD,149800,US,on site,US,M
6395,2023,EN,FT,Data Manager,85600,USD,85600,US,on site,US,M
6396,2023,SE,FT,Data Scientist,218000,USD,218000,US,on site,US,M
6397,2023,SE,FT,Data Scientist,152600,USD,152600,US,on site,US,M
6398,2023,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,on site,US,M
6399,2023,MI,FT,Business Intelligence Engineer,165000,USD,165000,US,on site,US,M
6400,2023,SE,FT,ML Engineer,224880,USD,224880,US,on site,US,M
6401,2023,SE,FT,ML Engineer,121500,USD,121500,US,on site,US,M
6402,2023,SE,FT,Data Analyst,129000,USD,129000,US,on site,US,M
6403,2023,SE,FT,Data Analyst,46200,USD,46200,US,on site,US,M
6404,2023,SE,FT,Data Scientist,272400,USD,272400,US,on site,US,M
6405,2023,SE,FT,Data Scientist,155600,USD,155600,US,on site,US,M
6406,2023,MI,FT,Machine Learning Scientist,750000,USD,750000,US,on site,US,M
6407,2023,MI,FT,Machine Learning Scientist,150000,USD,150000,US,on site,US,M
6410,2023,EN,FT,Data Analyst,115000,USD,115000,US,on site,US,M
6411,2023,EN,FT,Data Analyst,95000,USD,95000,US,on site,US,M
6412,2023,MI,FT,ML Engineer,750000,USD,750000,US,on site,US,M
6413,2023,MI,FT,ML Engineer,150000,USD,150000,US,on site,US,M
6414,2023,SE,FT,Computer Vision Engineer,351000,USD,351000,US,on site,US,M
6415,2023,SE,FT,Computer Vision Engineer,171000,USD,171000,US,on site,US,M
6416,2023,SE,FT,Data Science Lead,272000,USD,272000,US,on site,US,M
6417,2023,SE,FT,Data Science Lead,170000,USD,170000,US,on site,US,M
6418,2023,SE,FT,Data Scientist,176000,USD,176000,US,on site,US,M
6419,2023,SE,FT,Data Scientist,158000,USD,158000,US,on site,US,M
6420,2023,SE,FT,Data Analyst,135000,USD,135000,US,remote,US,M
6421,2023,SE,FT,Data Analyst,125000,USD,125000,US,remote,US,M
6422,2023,MI,FT,Data Science,110000,USD,110000,US,on site,US,M
6423,2023,MI,FT,Data Science,80000,USD,80000,US,on site,US,M
6424,2023,SE,FT,ML Engineer,270000,USD,270000,US,remote,US,M
6425,2023,SE,FT,ML Engineer,232200,USD,232200,US,remote,US,M
6426,2023,MI,FT,Data Scientist,107000,USD,107000,US,remote,US,M
6427,2023,MI,FT,Data Scientist,87300,USD,87300,US,remote,US,M
6428,2023,SE,FT,ML Engineer,230000,USD,230000,US,on site,US,M
6429,2023,SE,FT,ML Engineer,140000,USD,140000,US,on site,US,M
6430,2023,MI,FT,Data Analyst,85000,USD,85000,US,remote,US,M
6431,2023,MI,FT,Data Analyst,61800,USD,61800,US,remote,US,M
6432,2023,SE,FT,Data Engineer,300000,USD,300000,US,remote,US,M
6433,2023,SE,FT,Data Engineer,195000,USD,195000,US,remote,US,M
6434,2023,SE,FT,ML Engineer,204500,USD,204500,US,on site,US,M
6435,2023,SE,FT,ML Engineer,142200,USD,142200,US,on site,US,M
6436,2023,MI,FT,Data Analyst,107500,USD,107500,US,on site,US,M
6437,2023,MI,FT,Data Analyst,96750,USD,96750,US,on site,US,M
6438,2023,MI,FT,Business Intelligence Analyst,153800,USD,153800,US,remote,US,M
6439,2023,MI,FT,Business Intelligence Analyst,96000,USD,96000,US,remote,US,M
6440,2023,SE,FT,Data Scientist,204500,USD,204500,US,on site,US,M
6441,2023,SE,FT,Data Scientist,142200,USD,142200,US,on site,US,M
6442,2023,SE,FT,Data Engineer,190100,USD,190100,US,remote,US,M
6443,2023,SE,FT,Data Engineer,131414,USD,131414,US,remote,US,M
6444,2023,SE,FT,Research Scientist,195500,USD,195500,US,remote,US,M
6445,2023,SE,FT,Research Scientist,141300,USD,141300,US,remote,US,M
6446,2023,SE,FT,Research Scientist,165500,USD,165500,US,remote,US,M
6447,2023,SE,FT,Research Scientist,119600,USD,119600,US,remote,US,M
6448,2023,SE,FT,Research Scientist,235000,USD,235000,US,remote,US,M
6449,2023,SE,FT,Research Scientist,169900,USD,169900,US,remote,US,M
6450,2023,MI,FT,Data Science,235000,USD,235000,US,remote,US,M
6451,2023,MI,FT,Data Science,169900,USD,169900,US,remote,US,M
6452,2023,SE,FT,Machine Learning Scientist,200000,USD,200000,US,on site,US,M
6453,2023,SE,FT,Machine Learning Scientist,135000,USD,135000,US,on site,US,M
6454,2023,SE,FT,Data Analyst,210000,USD,210000,US,remote,US,M
6455,2023,SE,FT,Data Analyst,151800,USD,151800,US,remote,US,M
6458,2023,SE,FT,Analytics Engineer,215500,USD,215500,US,remote,US,M
6459,2023,SE,FT,Analytics Engineer,155800,USD,155800,US,remote,US,M
6460,2023,SE,FT,Data Scientist,305600,USD,305600,US,on site,US,M
6461,2023,SE,FT,Data Scientist,188200,USD,188200,US,on site,US,M
6462,2023,SE,FT,Data Engineer,180500,USD,180500,US,on site,US,M
6463,2023,SE,FT,Data Engineer,96200,USD,96200,US,on site,US,M
6466,2023,EN,FT,Data Analyst,75000,USD,75000,US,on site,US,M
6467,2023,EN,FT,Data Analyst,47500,USD,47500,US,on site,US,M
6468,2023,SE,FT,Data Scientist,201700,USD,201700,US,on site,US,M
6469,2023,SE,FT,Data Scientist,146600,USD,146600,US,on site,US,M
6470,2023,MI,FT,Data Engineer,133000,USD,133000,US,on site,US,M
6471,2023,MI,FT,Data Engineer,58400,USD,58400,US,on site,US,M
6472,2023,SE,FT,AI Product Manager,120000,USD,120000,IN,hybrid,IN,L
6473,2023,SE,FT,Data Manager,144300,USD,144300,US,remote,US,M
6474,2023,SE,FT,Data Manager,104800,USD,104800,US,remote,US,M
6475,2023,SE,FT,Data Analytics Lead,115920,USD,115920,US,on site,US,M
6476,2023,SE,FT,Data Analytics Lead,84000,USD,84000,US,on site,US,M
6477,2023,SE,FT,Data Analyst,146850,USD,146850,US,on site,US,M
6478,2023,SE,FT,Data Analyst,106800,USD,106800,US,on site,US,M
6479,2023,EN,FT,Data Engineer,75000,GBP,92280,GB,on site,GB,M
6480,2023,EN,FT,Data Engineer,65000,GBP,79976,GB,on site,GB,M
6481,2023,MI,FT,Data Analyst,133000,USD,133000,US,on site,US,M
6482,2023,MI,FT,Data Analyst,58300,USD,58300,US,on site,US,M
6483,2023,SE,FT,Data Science,137300,USD,137300,US,on site,US,M
6484,2023,SE,FT,Data Science,59200,USD,59200,US,on site,US,M
6485,2023,MI,FT,Data Engineer,165000,USD,165000,US,on site,US,M
6486,2023,MI,FT,Data Engineer,147500,USD,147500,US,on site,US,M
6487,2023,SE,FT,Data Scientist,130410,USD,130410,US,on site,US,M
6488,2023,SE,FT,Data Scientist,92000,USD,92000,US,on site,US,M
6489,2023,SE,FT,ML Engineer,156150,USD,156150,US,remote,US,M
6490,2023,SE,FT,ML Engineer,113400,USD,113400,US,remote,US,M
6491,2023,SE,FT,Data Scientist,226000,USD,226000,US,remote,US,M
6492,2023,SE,FT,Data Scientist,211000,USD,211000,US,remote,US,M
6493,2023,SE,FT,Data Scientist,197500,USD,197500,US,on site,US,M
6494,2023,SE,FT,Data Scientist,132500,USD,132500,US,on site,US,M
6495,2023,MI,FT,Data Analyst,109000,USD,109000,US,on site,US,M
6496,2023,MI,FT,Data Analyst,62000,USD,62000,US,on site,US,M
6497,2023,SE,FT,Data Engineer,110000,USD,110000,US,on site,US,M
6498,2023,SE,FT,Data Engineer,70000,USD,70000,US,on site,US,M
6499,2023,SE,FT,ML Engineer,238000,USD,238000,US,on site,US,M
6500,2023,SE,FT,ML Engineer,176000,USD,176000,US,on site,US,M
6505,2023,SE,FT,Data Engineer,151250,USD,151250,US,remote,US,M
6506,2023,SE,FT,Data Engineer,96800,USD,96800,US,remote,US,M
6507,2023,MI,FT,Data Specialist,109000,USD,109000,US,on site,US,M
6508,2023,MI,FT,Data Specialist,62000,USD,62000,US,on site,US,M
6509,2023,MI,FT,Data Scientist,162000,USD,162000,US,on site,US,M
6510,2023,MI,FT,Data Scientist,108000,USD,108000,US,on site,US,M
6513,2023,MI,FT,Business Intelligence Analyst,189000,USD,189000,US,remote,US,M
6514,2023,MI,FT,Business Intelligence Analyst,118100,USD,118100,US,remote,US,M
6515,2023,EN,FT,ML Engineer,126000,USD,126000,US,remote,US,M
6516,2023,EN,FT,ML Engineer,93000,USD,93000,US,remote,US,M
6517,2023,SE,FT,Data Science,160000,USD,160000,US,remote,US,M
6518,2023,SE,FT,Data Science,150000,USD,150000,US,remote,US,M
6519,2023,EX,FT,Director of Data Science,237500,USD,237500,US,on site,US,M
6520,2023,EX,FT,Director of Data Science,157500,USD,157500,US,on site,US,M
6521,2023,SE,FT,Data Science,145000,USD,145000,US,on site,US,M
6522,2023,SE,FT,Data Science,115000,USD,115000,US,on site,US,M
6524,2023,SE,FT,Data Scientist,100000,USD,100000,US,on site,US,M
